title,image link,url,brand,description
ACÚDUS Issue.3,//3ssstudios.com/cdn/shop/files/1_921cc77e-2d19-45e3-a92b-51be77d56238_1080x1530.png?v=1718219890,https://3ssstudios.com/collections/publications/products/acudus-issue-3,Acudus Aranyian,"ACÚDUSis a photography diary zine series I started after moving to the United States from Taipei in 2019 as a means to push me to continue documenting my life. Throughout the images of the first two issues and the newly publishedIssue 3, you can see my journey after migrating here with my partner. The images capture queer night life scenes in New York City before and after COVID; impactful social movements I felt compelled to join; and our growing community and chosen family.The final page ofIssue 3depicts our traditional headwear for men in Paiwan (an Austronesian Indigenous people in Taiwan) culture. This image previews an ongoing project to restore and reclaim family and community portraits, reflecting on the era of Japanese colonization during which scientists documented Indigenous peoples in Taiwan. By taking photos of my family I hope to bridge the physical distance between us while also creating a lasting record of my family legacy and generational changes. My family and culture have endured a legacy of colonial violence, but we have preserved and celebrated our traditions. I take great pride in sharing these images and stories with people who are not familiar with Indigenous peoples and culture in Taiwan.Acudus Aranyian (They/He) is an Indigenous queer documentary photographer from Taiwan (Nanasian). They currently live and work in Brooklyn, New York (Lenapehoking).Date Published: April 25th 2024Edition Number: First Edition, 100 CopiesMaterial: 44 pages newsprintSize: 289mm x 380mmIncludes double sided poster (700mm x 1000mm)"
CESURA FANZINE #03 (Out of Print),//3ssstudios.com/cdn/shop/files/1_ee695b41-bec7-4ac9-9911-cf30e2ea80bc_1080x1530.png?v=1720542728,https://3ssstudios.com/collections/publications/products/cesura-fanzine-03-out-of-print,Cesura,"Cesura Fanzine #03 is a zine with a soul. Featuring a selection of the collective’s work, this new group publication revolves around the visual, physical and philosophical idea of “cesura”, which literally means “cut”.An added feature is the chance to catch a glimpse of Cesura’s headquarters, located far away in nature. By cutting through the pages, the zine expands and unlocks an unpublished selection of everyday life images taken over a span of 12 years. Photos by Arianna Arcara, Francesco Bellina, Stefania Bosso, Teresa Dalle Carbonare, Maria Elisa Ferraris, Chiara Fossati, Giacomo Liverani, Alex Majoli, Claudio Majorana, Gabriele Micalizzi, Valentina Neri, Andy Rocchelli, Alessandro Sala, Giorgio Salimeni, Luca Santese, Marco P. Valli, Marco Zanella, Alex Zoboli.Thanks to Luca Baioni, Ana Blagoievic, Francesco Brembati, Federico Carpani for providing us with some of the archive photos.29,7 x 42,0 cm / 116,9 x 16,5 in70 pages, 34 photosColor indigo digital printFirst edition of 300Printed in Italy, June 2020"
I haven't been everywhere but it's ok,//3ssstudios.com/cdn/shop/files/v1_7e93a9f6-39f5-40cd-8fbc-1d829301cc96_1080x1530.png?v=1717360636,https://3ssstudios.com/collections/publications/products/i-havent-been-everywhere-but-its-ok,Michael Bodenmann + Bit-Tuner,"This record is released on the occasion of the exhibition “I haven’t been everywhere but it’s ok” at LAB47, Beijing November 2015. On opening night visitors gathered on Bodenmann’s “Flat Fantasy Landscapes” listening to the atmospheric sound performance produced by Bit-Tuner that evening. The 45 min sound-piece became part of the installation after its opening, then only accessible from the outside of the glass door. Sound fragments that are reminiscent of that heard in waiting rooms or elevators were mixed with synth sounds and beats. These places of transition are characterized by their state of waiting to arrive. “Flat Fantasy Landscapes” together with the ambient soundscape created a feeling of anticipation and longing. The “Flat Fantasy Landscapes” are small plasticine sculptures that were made during a stay in Iceland the same year, scanned and fitted to a print covering the entire floor. This publication includes a recording of the live-performance by Bit-Tuner on opening night, a reproduction of Bodenmann´s Fantasy Landscapes and record sleeve with text.315 × 312 mm12"" vinyl,45:58 minImages: 4 of 9 Flat Fantasy LandscapesRecord sleeve with text in:Chinese, EnglishText: Antonie AngererTranslation: Shan ZhaoDesign and typesetting: Sonja Zagermanntria publishing platform,Zurich–Beijing, 2020ISBN 978-3-906899-06-0"
Green,//3ssstudios.com/cdn/shop/files/IMG_0481_2048x2048_b954688a-45b8-4967-be4d-453a09295682_1080x1530.jpg?v=1717213488,https://3ssstudios.com/collections/publications/products/green,Danny Lim,"Greenis a 36-page photobook made by foraging through Danny Lim’s photographs taken in Sweden. Portraits of Stockholm’s youth, shy but bold in their personal styles, stand out against the country’s quiet natural landscape growing from fall into winter.Danny Lim is Malaysian Chinese born and raised in Malaysia currently residing in New York City.11 x 14.5 inches36 pagesStaple boundOffset Print"
Kaddish,//3ssstudios.com/cdn/shop/files/3_710aaef3-8d89-4332-ba21-fabc7808366f_1080x1530.png?v=1717206710,https://3ssstudios.com/collections/publications/products/kaddish,Adam Golfer,"Kaddishconsiders the loss of three people very close to me, and the way these voids are reflected in surprising and often absurd ways, everyday. The oldest picture in the book is of my great uncle in Rome in 1947. The most recent is of my shadow on a wall in Germany in 2023.Hundreds of images collected and saved over the past twenty years form an amorphous, ambient scroll of information: pictures from my archive, texts, emails, images from family albums, home movies, screengrabs and iPhone photos.The book probes a pendulum of personal grief, couched among the anxieties of historical memory and its relationship to violence playing out in the present. It is an unstable, living archive which traces a meandering path from New York to Germany, Israel and Palestine.2024312ppSoftcover, UV OffsetEd. 250Publication Date: March 2024Printed by KOPACreative Direction and Design: Emily SchofieldTexts Edited by: Kate BryantBungee Event:(Dis)Continuity, Grief, and the Everyday: The function of image and text in Adam Golfer’s ‘Kaddish’. A Conversation between artist Adam Golfer and writer Re’al Christian | July 11, 2024 7:30-9 PM"
The Heptahedron. Complete Series of Side Magazine,//3ssstudios.com/cdn/shop/files/00_a1fc169b-379e-4c08-b9a4-78a3acad70ed_1080x1530.png?v=1717210305,https://3ssstudios.com/collections/publications/products/the-heptahedron-complete-series-of-side-magazine,"Yasmine d'O., Saâdane Afif","The Heptahedronis the final part of the puzzle of Bergen Assembly 2022. It gathers together all seven issues ofSide Magazine, as well as its eighth edition – the exhibition catalogue – in a slipcase. Conceived as a site of research,Side Magazinewas published from 2021–22 in the run up to the opening ofYasmine and the Seven Faces of the Heptahedron, the concluding exhibition for the fourth edition of Bergen Assembly, a Norwegian triennial for contemporary art. Each issue was dedicated to one of the seven characters inThe Heptahedron, a play written by the French poet, essayist, and scholar Thomas Clerc in 2016. In order of apparition these characters arethe Professor, the Moped Rider, the Bonimenteur, the Fortune Teller, the Coalman, the Tourist, and an Acrobats. Comprised of essays by a wide range of acclaimed writers, alongside carefully selected reprints, each issue explores ideas and issues relating to the respective characters. The special eighth edition includes installation images taken during the opening weekend of the triennial, with texts by Yasmine d’O., Louisa Elderton, Ingrid Haug Erstad, and Pablo Larios. Bergen Assembly 22 was convened by the artist Saâdane Afif, who invited Yasmine d’O. as curator of the exhibition and executive editor ofSide Magazine.www.bergenassembly.noExecutive Editor: Yasmine d'O.Concept: Saâdane AfifDesign: Neue Gestaltung, BerlinMarch 2023ISBN 978-3-948200-16-929 x 22 x 6,5 cmseven saddle-stitched brochures, each ca. 90 pages plus one thread-sewn paperback, 276 pages, slipcaseNumerous colour and b/w ills.English"
Material Marion von Osten 1: MoneyNations,//3ssstudios.com/cdn/shop/files/m1_4aee8b90-174e-4a30-8a8f-c687e754f317_1080x1530.png?v=1717111574,https://3ssstudios.com/collections/publications/products/material-marion-von-osten-1-moneynations,"Lucie Kolb, Jonas von Lenthe, Max Stocklosa","MoneyNationswas an exhibition, a webzine, a radio, a conference, a video archive, a printed publication, an infrastructure, a counterpublic, an ongoing discussion, a transnational network of friends. Initiated by Marion von Osten (1963 – 2020) as curator at the Shedhalle Zurich, the project evolved from an urgency to act against the hegemonic forces of “the West” within the radically changing condition of post-Cold War Europe.MoneyNationsaddressed – and intervened in – the interrelatedness between racist border policies and media representations, exploitative economic relations, and identity-forming processes. The applied methods of critique and organizing, transversing between art, theory, and activism, are made accessible in this volume through images, correspondences, and other ephemera, revealing their political potential for the present.Includes a conversation between Sezgin Boynik (Rab-Rab Press), Ferdiansyah Thajib (KUNCI Study Forum & Collective), Eleanor Ivory Weber & Camilla Wills (Divided Publishing) and the editors.TheMaterial Marion von Ostenseries periodically publishes selected archival documents from von Osten‘s projects and contextualizes them with new contributions.March 2024Editors: Lucie Kolb, Jonas von Lenthe, Max StocklosaDesign: Max StocklosaISBN 978-3-948200-17-620 x 14 cm112 pages47 color illustrationsEnglishthread-sewn paperback"
5 Cuts,//3ssstudios.com/cdn/shop/files/51_1080x1530.png?v=1717109889,https://3ssstudios.com/collections/publications/products/5-cuts,Stephanie Oursler,"Stephanie Oursler’s5 Cuts, an artist book originally self-published in 1975 in Rome, comprises a series of black and white images accompanied by a handwritten text. The artist had found the displayed images – stills from unidentified silent films – and combined them with her autobiographical writing, creating both an intimate recollection and a literary construction of her own life. Stephanie Oursler’s artistic vocabulary tells of her active participation in women’s groups and networks in Rome, in which political issues were addressed via a distinctive articulation between memory, history and fiction.5 Cutsweaves together the personal and the political to speak about something that lays beyond language and image.Stephanie Oursler (*1938, Baltimore, USA, † 2018, Milan, Italy) arrived in Rome in the early 1970s from New York, where she had been an activist in the civil rights and in the women’s liberation movements. In 1976, together with Carla Arcadi, Suzanne Santoro and others, she co-founded theCooperativa del Beato Angelico, an all-women exhibition space in Rome.5 Cutsis here reprinted in its original form and expanded by a text by the art historian Giovanna Zapperi.5 Cutsis the first title fromRe:Re. This series of reprints aims to make available historical material that we consider relevant today in both political and artistic terms.Re:Reis co-edited by Verena Buttmann, Johanna Klingler, Jonas von Lenthe and Max Stocklosa.Text: Italo Mussa (1975), Giovanna Zapperi (2021)Designer of the series: HITNovember 2021ISBN 978-3-948200-05-317 x 24 cm cm72 pages37 b/w photographsEnglish, Italianthread-sewn paperback"
THE LONG 19TH CENTURY DIGESTED VOL. I & II,//3ssstudios.com/cdn/shop/files/1_f11e1c48-87fb-4b67-b0a1-e14383198192_1080x1530.png?v=1716158200,https://3ssstudios.com/collections/publications/products/the-long-19th-century-digested-vol-i-ii,Nicolò Degiorgis,"The Long 19th Century Digestedsheds light on the visual literacy of the Long 19th Century by reviving the fresh curiosity of the epoch through a cross-section of the Zeitgeist as this came down to us in print. A two-volume collection of pamphlets reproduces a diversified range of books originally published between 1789 and 1914 in the style of a Wunderkammer. Curio and culture coalesce in a visual narrative that comprises the tentative and the demonstrated, the near and the far, the familiar and the uncanny, the enjoyable and the challenging, the relatable and the undecipherable.Individual pamphlet is assorted. Please inquirecustomer@3standardstoppage.comfor details if you'd like to purchase the set. (Unsolicited set orders will not be processed.)Editing: Nicolò DegiorgisFormat: 125 Booklets x 16 pages, softcover, 16x24cmEdition: 50Year of Publication: 2019Vol. 1 ISBN: 978-88-94881-05-9Vol. 2 ISBN: 978-88-94881-08-0"
LO SCERIFFO E LA MOSCHEA ITINERANTE,//3ssstudios.com/cdn/shop/files/1_14d5eeeb-5de4-4dca-b15d-dbb7e1633bd5_1080x1530.png?v=1716156791,https://3ssstudios.com/collections/publications/products/lo-sceriffo-e-la-moschea-itinerante,Nicolò Degiorgis,"The publication illustrates the escalation of the debate around the possibility for Muslims to exercise their faith in local mosques. The Islamophobic fight led by Giancarlo Gentilini nicknamed ‘the sheriff’, mayor of Treviso from 2003 to 2013, is rendered through the headlines of articles published on the local newspaper La Tribuna di Treviso. The reactions of the Islamic community are reported by soft-spoken newspaper declarations, asking for the right to pray.Lo sceriffo e la moschea itineranteoffers a non-prescriptive reading of some of the most hotly debated issues related to tolerance, integration and populism. A cross-section of the current world unfolds in the shape of a comic being stripped down to the basics to lay down history flat.Published in 2017 by RORHOF1st Edition of 300 copiesBinding: soft coverPages: 128Size: 16 x 24 cmISBN: 978-88-94881-00-4"
"The Encyclopedia of Kurt Caviezel (Rare, Out of Print)",//3ssstudios.com/cdn/shop/files/1_70b71028-a903-4146-8319-acea86ec0d52_1080x1530.png?v=1716154512,https://3ssstudios.com/collections/publications/products/the-encyclopedia-of-kurt-caviezel-rare-out-of-print,Kurt Caviezel,"The Encyclopedia of Kurt Caviezelis the first publication to gather a selection of the extensive photographic archive that Swiss artist Kurt Caviezel (1964-) has been gathering for the past 15 years by monitoring 15,000 publicly accessible webcams worldwide from his studio in Zurich.Following Caviezel’s own image categorisation by pattern and subject, Rorhof’s visual encyclopedia showcases the artist’s methodology. The publication garners a fruitful discussion on the limitless and unexpected possibilities of technology-based art, moving from the assumption that, as Joachim Schmid writes in his foreword, “quantity at some point turns into quality”.As its genre commands,The Encyclopedia of Kurt Caviezelis of universal breadth. Caviezel’s painstaking patience in putting order to the potpourri of people and places turns the worldly into something worthy: airport operations, couples kissing, customers queuing, blinds blocking the view, helicopters landing, snow falling.Published in 2015 by RORHOFEdition of 1000 copiesHardcover with dust-jacketSaddle stitch binding16 x 24 cm414 pagesISBN 978-88-909817-5-3"
"HIDDEN ISLAM – 479 COMMENTS (Rare, Out of Print)",//3ssstudios.com/cdn/shop/files/2_65064c84-86da-4c6d-9d88-ac08e0b2c4f7_1080x1530.png?v=1716070874,https://3ssstudios.com/collections/publications/products/hidden-islam-479-comments-rare-out-of-print,Nicolò Degiorgis,"HIDDEN ISLAM - 479 COMMENTS gathers the contents of the comment section underneath the Guardian article that journalist Sean O’Hagan devoted to HIDDEN ISLAM (2014), a cadastral catalogue chronicling makeshift Islamic places of worship across Northeast Italy produced by Nicolò Degiorgis.The volume extends the discussion initiated by the first photographic volume in the form of an imageless photobook. Conceptually, the digital fleetingness of the online debate that unfolded on the Guardian’s website is defied by the solid physicality of the book. Practically, the volume provides sociologists, anthropologists, journalists and researchers with a snapshot of contemporary public opinions on Islam and immigration.The deluge of viewpoints reported voices skepticism, dogmatism, superstition, sardonic irony and puzzlement. Pedants and bigots hijack a debate ranging from secularism to fundamentalism and all that which lies in-between, from the unwaning centrality of the Moors to the phantom of Mussolini.Published in 2014 by RORHOFEdition of 300 copiesSoftcover with dust-jacketSaddle stitch binding90 pages16 x 24 cmISBN 9788890981739"
FLOATING LOOPHOLE,//3ssstudios.com/cdn/shop/files/FAC1377_1080x1530.jpg?v=1715974889,https://3ssstudios.com/collections/publications/products/floating-loophole,"Libri Finti Clandestini, Spazienne (Stefano Comensoli, Nicolò Colciago), 5X Letterpress, Sparkle Studio, Tanguy Bombonera","La scappatoia non è sempre un espediente di fuga ma può essere un rimedio, un salto che in questo caso porta in una dimensione nuova, alta e fluttuante sopra i palazzi e i tetti delle città, quasi al livello del cieloFanzine stampata in Risograph con interventi manuali a spray arancio fluo, realizzata in collaborazione con Spazienne, Nicolò Colciago+Stefano Comensoli, 5X Letterpress, Sparkle Studio e Tanguy Bombonera.Tutto il materiale presente in questa pubblicazione è stato raccolto, scansionato e scattato durante l’esplorazione di un sito abbandonato di produzione e stoccaggio energetico.Seconda edizione148 x 210 mm32 pagine + un inserto cartolina 10 x 15 cmRilegato con punto metallicoTiratura di 50 pezzi"
FIRST NIGHT BURNERS,//3ssstudios.com/cdn/shop/files/0_578fd6d5-f393-4c15-b80d-704ec5ac1580_1080x1530.png?v=1715974608,https://3ssstudios.com/collections/publications/products/first-night-burners,"Libri Finti Clandestini, Spazienne (Stefano Comensoli, Nicolò Colciago), 5X Letterpress, Sparkle Studio, Tanguy Bombonera","Il primo giorno dell'anno 2022 abbiamo deciso di spingerci oltre i limiti:abbiamo creato una fanzine durante la notte di Capodanno, dalle 02:00 alle 10:00.Così, insieme a 5X Letterpress, Stefano Comensoli e Nicoló Colciago (Spazienne), Tanguy Bombonera e Sparkle Img. abbiamo esplorato un edificio abbandonato, documentando il tutto.Quindi, dopo aver sviluppato le pellicole in b/n Ilford e modificato le foto digitali, abbiamo creato “FIRST NIGHT BURNERS”, una magica fanzine in tiratura di 30 copie, stampata in risograph con inchiostro nero + interventi a mano con bomboletta giallo fluo e rilegata a mano.50 copie numerateSeconda edizione, basata sull'originale148 x 210 mm32 pagineRilegato con filo nero."
Lost Time Yard,//3ssstudios.com/cdn/shop/files/1_0ba97bed-a036-4d99-b6a6-3e729394cc61_1080x1530.png?v=1715970994,https://3ssstudios.com/collections/publications/products/lost-time-yard,"Libri Finti Clandestini, Spazienne (Stefano Comensoli, Nicolò Colciago), 5X Letterpress, Sparkle Studio, Tanguy Bombonera","La strada di ferro, percorsa fino all'orizzonte, seguendo l'immaginazione non conoscendo la meta esatta en al cospetto di un binario morto si espande il sogno composto da celluloide e frammenti di ruggine un tempo che urla meraviglia e fallimento su due linee parallele.Fanzine stampata in Risograph con interventi manuali a spray verde fluo, realizzata in collaborazione con Spazienne, Stefano Comensoli_Nicolò Colciago, 5X Letterpress, Sparkle Studio e Tanguy Bombonera.Tutto il materiale presente in questa pubblicazione è originale: ritrovato, raccolto e digitalizzato durante l'esplorazione in un'officina abbandonata di riparazione e costruzione di convogli ferroviari.Gli adesivi contenuti e il filo con cui è stata effettuata la rilegatura erano destinati all'utilizzo ferroviario e sottratti all'abbandono.La fotografia allegata è una riproduzione in scala.148 x 210 mm - 32 pagine + un inserto ""dossier"" archivio A4 + set adesivi + riproduzione fotografica digitaleRilegato a punto singer con filo trovato nel medesimo sito abbandonato.Tiratura di 100 pezzi"
Le Ore,//3ssstudios.com/cdn/shop/files/1_505634e8-615b-40ab-a3d8-abc2755004b1_1080x1530.png?v=1715961675,https://3ssstudios.com/collections/publications/products/le-ore,"Daniel Augschöll, Anya Jasbar","“Le Ore” is a project developed in and around the Italian city of Ravenna, in collaboration with the platform Osservatorio Fotografico as part of their ongoing project “Dove Viviamo” which aims to create a visual archive of the city.Daniel Augschöll walked for weeks in a hybrid landscape, natural and industrial at the same time, creating a new story of the city and its surroundings. An old sign, the night, the fog in the Po Valley, closed factories, new ones arising, the “Riviera”, pine trees hiding extramarital affairs. A landscape that is both sensual and melancholic. The photographic work is accompanied by “Desire”, a text written by Anya Jasbar originally conceived for “Le Ore”.Softcover with jacket165 x 233 mm, 112 pagesText in EnglishCo-published withOsservatorio FotograficoISBN978-8894214130"
Care of Margins,//3ssstudios.com/cdn/shop/files/c1_8cf6de45-dec5-4975-85bd-39a4b3525d7f_1080x1530.png?v=1715836980,https://3ssstudios.com/collections/publications/products/care-of-margins,"Kim Lang, Vida Rucli","Care of Margins, published in 2022 and reprinted in 2024, explores the topic of art residencies through personal texts, reflections and ideas by the participants of the symposium titled Care of Margins, organised by Robida in summer 2021. How could an art residency within Robida look like? What are the values we imagine it to have? Who is an inhabitants, temporary, cyclical, permanent? How to share responsibilities and take care of a place? How to be a host and a guest?The publicationCare of Margins, titled after the symposium organised by Robida, contains some of the reflections shared during few days in September 2021.→symposium Care of MarginsSome of the contributions question the concept of residency in itself, others are very personal memories of those days highlighting the valuable moments, routines and thoughts we shared. Other texts try to transgress dichotomies such as local vs. foreign, insider vs. outsider, host vs. guest, bringing up themes such as translocal connectedness as in the reflections of Curdin Tones. The affective relation between space and temporary or permanent inhabitants is explored in the poetic text of Mara Usai while a more scientific, micro-biological relation to landscape is addressed by Philipp Kolmann. Jack Bardwell reflects on the possibility of a polyrhythmic co-existence of the guests and hosts while Lenn Cox underlines the importance of generative boundaries, referring to personal and collective everyday ecologies. Francesca Lucchitta widely reflects on daily routines, recalling moments and the atmosphere of those days and Janja shares notes on the power of togetherness. Studio Wild focuses on the building up of the residency, imagined as a collective action where taking part in the residency could also mean contributing to the renovation of the building itself, while Tommaso Garavini proposes the beautiful metaphor of the house as a toolbox or as a Swiss pocket knife. Laura Savina speaks of a fertile white, to refer to the countless and wide possibilities opening in front of us when imagining this space, intended as a new, empty, white paper. Besides describing her experience as the first artist in residency to inhabit the village for a longer period of time, Kim Lang focuses on the concept of the calendar as one of the conclusions we reached during the symposium. The calendar is a tool that addresses all the previously mentioned topics: the relation of the artists/researchers/architects/etc. to landscape, their inclusion in the rhythms of the community and the need of sharing with them responsibilities, of making them become dwellers of the village.Contributions by: Jack Bardwell, Lenn Cox, Tommaso Garavini, Tymon Hogenelst, Philipp Kolmann, Kim Lang, Francesca Lucchitta, Jesse van der Ploeg, Johannes Reisigl, Vida Rucli, Laura Savina, Janja Šušnjar, Curdin Tones, Mara Usai.Editors: Kim Lang, Vida RucliGraphic designers: Francesca Lucchitta, Kim LangPrinted by: Riso Paradiso (Ljubljana)Published by: Robida2024"
IN MEMORY OF ...,//3ssstudios.com/cdn/shop/files/in_1080x1530.png?v=1715372312,https://3ssstudios.com/collections/publications/products/in-memory-of,john yuyi,"""In memory of my ear bone that was once in my nose for two weeks. The day before it went back to my ear, I decided to take my nose on a date to an amusement park, just the two of us.""20 x 26 cm, 40p, ills. color, stapledLimited edition of 500December 2023"
paan #1 Crossing Fireline 穿越火线,//3ssstudios.com/cdn/shop/files/1_b7df1913-2a24-4243-9e9e-22a65c7a6705_1080x1530.png?v=1715363967,https://3ssstudios.com/collections/publications/products/paan-1-%E7%A9%BF%E8%B6%8A%E7%81%AB%E7%BA%BF,paan,"paanis an annual, bilingual independent journal dedicated to Asian cultural issues, features original writings of any kind and works on paper around a specific subject matter in each issue. Standing firmly from the Inter-Asia perspective, a group of writers and artists unite to strive to remove the thrombus from colonial history, the Cold War through direct interaction with each other within Asia.English / Chinese202025 × 18 cm, 158 pages, b/w, offset, thread sewn perfect bound, softcover* “paan”为印地语“槟榔”之意，槟榔为全亚洲流行的小食。paan是一本关注亚洲历史文化类议题的双语年刊，2020年正式面世。每期关注一个特定的主题，围绕特定的主题委托写作和创作。第一期主题为“穿越火线”。“穿越火线”最初指向一个很具体的历史动作——20世纪上半叶，民族国家的边界尚未清晰确定之前，无数人跨越边境，试图联合、破坏、反击、呐喊，阵线飘摇，风雨晦暗不明，不多时，他们失踪在历史的厚土中。对此种“下落不明”的执迷在王炜《余生和新生的“亚洲”》里被质疑为“白日梦的叙述”——亚洲的失踪者，可失踪于过去，也可失踪于将来，我们对他们的无法识别，是否也是一种反向失踪？在古老的亚洲（帝国）和革命的亚洲（20世纪）之后，有没有一种重获生机的第三阶段的亚洲？李舵、康康、张倍瑜的长文与访谈则分别描述了三位在历史厚土中浮潜的人——金永键、足立正生和黎锦晖，他们的生命史也贯穿了“亚洲的三种时间”。英国艺术家Ayesha Keshani为我们讲述了一个她外祖母的马来亚小镇，“小镇上的祖屋漂过了几个世界”，白人国王的蝴蝶，游击队的幽灵，森林被一次次刮取。印尼诗人Afrizal Malna慷慨地允许了paan第一次在中文世界翻译他诗歌的尝试。他的诗，就像雅加达街头，“物的视觉语法”和“语言的政治”一直在肉搏。“亚洲。在众神走后成为电视里的石头，在毁灭时间之后；古老的故事再次在别处召唤。在那儿，每一个词语闻起来都像汽油。再一次，我们挂在新衣服上。亚洲。船打开了市场，用龙-母牛去换石油。”——Afrizal Malna，《阅读亚洲》，1985—关于作者—Afrizal Malna，印尼最重要的当代诗人之一，现居雅加达。80年代以来，他就是印尼不容忽视的一个声音，在不同文体和媒介中穿梭创作。他时而中断写作去干点别的，但一直在思考写作的极限。Ayesha Keshani，艺术家、博物馆学者和伦敦金匠学院的在读博士。王炜，诗人，作品有《诗剧三种》、《灭点时代的诗》等。除写诗外也进行诗学和思想史研究。李舵，辽宁沈阳人，复旦大学中文系博士在读，不成功的意识形态工作者，无机知识分子，关心粮食、蔬菜、无产阶级和属民的生活。康康，作者、翻译和编辑，表演和写作小组「未来主人」之一，现居纽约。张倍瑜，现澳门大学历史博士后，研究兴趣包括：东南亚华人文化史，民族音乐学、全球史和冷战史。她目前正在准备出版第一本英文著作Touring Diaspora: Chinese Theatre-Troupes in Southeast Asia（《游埠离散地：华人剧团在东南亚的文化史》）。"
TRUE STORIES ARE SAD (Out of Print),//3ssstudios.com/cdn/shop/files/COVERHOME_1080x1530.jpg?v=1714933594,https://3ssstudios.com/collections/publications/products/true-stories-are-sad,LUCA BRAMA,"In bilico tra il percepirsi infinito e la consapevolezza di una fine certa, il nostro rapporto con il concetto di felicità rimane in difetto.Hovering between perceiving ourselves as infinite and being aware of a definite end, our relationship with the concept of happiness remains at fault.July 2022Softcover with gold foil24x32cm56 pagesDesigned byMilo Montelli"
"When you point a finger, three are pointing back",//3ssstudios.com/cdn/shop/files/TEC115_C04-1024x683_1080x1530.jpg?v=1714866786,https://3ssstudios.com/collections/publications/products/when-you-point-a-finger-three-are-pointing-back,Lana Mesić,"Croatian football player Mateo Kovačić made headlines around the world when, after losing the FIFA World Cup final in 2018, he sang a nationalist song back home in Zagreb.For Croatian-born Lana Mesić (NL), this was a moment of mixed emotions: it saddened her to see Croatia’s war-torn past seeping so freely and unabashedly into every fibre of society. But this was also the starting point for a visual examination of the role and meaning of the enemy image in her fragmented childhood in former Yugoslavia and how this history echoes upon this day.The complex history and contested borders that shaped the countries of former Yugoslavia provide the stage on which Mesić weaves new, personal narratives. In light of recent political developments in Europe, the book encourages us to reflect on our own experiences. By bringing these to light, it helps to counter the nationalist narratives that dominate today’s political landscape. But is there a way to reconcile the negative and positive effects of nationalism?When you point a finger, three are pointing backis composed of photographs, newspaper clippings, television clips, rumours, whispered conversations, written stories, and meticulously crafted relics made from matches and matchboxes.Lana Mesićwas born in 1987 in Zagreb, Croatia and emigrated to the Netherlands in 2003. Mesić utmost pleasure in making art is being mischievous. Creating a space for herself to demonstrate the changeability of the conventions that often define our everyday experience. Transforming everyday objects and conventional settings through trickery incites the kind of engagement that is both confronting and delighting. Her photographic work and installations have been exhibited all around the world and she has been nominated and awarded for various prizes.Artwork and text: Lana MesićDesign and editing: Jeremy JansenPhotography: Sanne van den ElzenText editing: Rosie HeinrichSupervision and final editing: Frank van der StokLithography: Marc GijzenProduction: Jos Morree (Fine Books)Print and binding: Wilco Art Books (NL)Supported by: Mondriaan Fonds, Tijl Fonds, Jaap Harten Fonds155 × 210 mm488 pagesEnglishFlush-cut flexible hardcoverFirst edition: 6009789083357133"
From Point A to Point B,//3ssstudios.com/cdn/shop/files/1_932fab0e-81ca-49d2-91a6-ef70ac7eb402_1080x1530.png?v=1713841395,https://3ssstudios.com/collections/publications/products/from-point-a-to-point-b,Brandon Ong-Sy,"It's Risograph-printed in 5 colors: metallic gold, yellow, fluorescent pink, light teal, and black, in an edition of 80, and produced at the SVA RisoLab.. It's 32 pages, measuring at 8""x10"". This book is a compilation of photos I've made over the last 5 years, offering a glimpse into Los Angeles's freeway and road infrastructure through a fresh lens.This project was inspired by my move from Los Angeles to New York, and how alien it was for me to be without a car. It also was made and printed to capture the feeling of driving around Southern California.This shift prompted a deeper exploration of LA's freeways and roads, contemplating their impact on the city's pace of life. A key feature of the book is the center spread with an excerpt from Reyner Banham's “Autopia,” that sheds more light on how infrastructure shapes Los Angeles's identity."
